,date,pr,rmax,rmin,srad,tmin,tmax,tavg,gdd,cgdd,plant,year,location
0,2023-01-01,0.0,100.0,100.0,56.2,-2.25,-1.0499999999999545,-1.6499999999999773,0.0,0.0,Winter wheat,2023,Othello
1,2023-01-02,0.0,91.30000000000001,90.30000000000001,54.0,-2.0499999999999545,-0.25,-1.1499999999999773,0.0,0.0,Winter wheat,2023,Othello
2,2023-01-03,0.30000000000000004,100.0,85.9,30.1,-4.0499999999999545,0.25,-1.8999999999999773,0.0,0.0,Winter wheat,2023,Othello
3,2023-01-04,0.4,97.9,72.4,54.400000000000006,-2.9499999999999886,2.75,-0.09999999999999432,0.0,0.0,Winter wheat,2023,Othello
4,2023-01-05,0.0,100.0,70.60000000000001,36.7,-1.849999999999966,5.850000000000023,2.0000000000000284,2.0000000000000284,2.0000000000000284,Winter wheat,2023,Othello
5,2023-01-06,0.9,100.0,77.7,58.5,-2.75,5.150000000000034,1.200000000000017,1.200000000000017,3.2000000000000455,Winter wheat,2023,Othello
6,2023-01-07,1.8,100.0,84.5,32.300000000000004,0.6500000000000341,5.350000000000023,3.0000000000000284,3.0000000000000284,6.200000000000074,Winter wheat,2023,Othello
7,2023-01-08,1.7000000000000002,100.0,87.5,39.800000000000004,0.5500000000000114,5.650000000000034,3.1000000000000227,3.1000000000000227,9.300000000000097,Winter wheat,2023,Othello
8,2023-01-09,1.4000000000000001,100.0,89.2,44.1,-1.0499999999999545,4.4500000000000455,1.7000000000000455,1.7000000000000455,11.000000000000142,Winter wheat,2023,Othello
9,2023-01-10,0.0,100.0,71.4,62.7,-1.6499999999999773,6.150000000000034,2.2500000000000284,2.2500000000000284,13.25000000000017,Winter wheat,2023,Othello
10,2023-01-11,3.9000000000000004,100.0,83.7,37.6,0.05000000000001137,5.850000000000023,2.950000000000017,2.950000000000017,16.200000000000188,Winter wheat,2023,Othello
11,2023-01-12,4.3,100.0,98.2,22.900000000000002,2.0500000000000114,6.050000000000011,4.050000000000011,4.050000000000011,20.2500000000002,Winter wheat,2023,Othello
12,2023-01-13,0.30000000000000004,100.0,100.0,34.2,1.5500000000000114,7.550000000000011,4.550000000000011,4.550000000000011,24.80000000000021,Winter wheat,2023,Othello
13,2023-01-14,0.6000000000000001,100.0,89.7,54.7,1.3500000000000227,9.350000000000023,5.350000000000023,5.350000000000023,30.150000000000233,Winter wheat,2023,Othello
14,2023-01-15,0.0,100.0,84.60000000000001,48.2,0.9500000000000455,7.75,4.350000000000023,4.350000000000023,34.500000000000256,Winter wheat,2023,Othello
15,2023-01-16,0.0,100.0,71.8,59.800000000000004,-1.6499999999999773,7.9500000000000455,3.150000000000034,3.150000000000034,37.65000000000029,Winter wheat,2023,Othello
16,2023-01-17,0.0,100.0,79.2,66.0,-2.1499999999999773,3.75,0.8000000000000114,0.8000000000000114,38.4500000000003,Winter wheat,2023,Othello
17,2023-01-18,1.1,100.0,77.7,37.9,-1.4499999999999886,5.550000000000011,2.0500000000000114,2.0500000000000114,40.50000000000031,Winter wheat,2023,Othello
18,2023-01-19,0.0,100.0,53.900000000000006,68.8,-3.0499999999999545,8.050000000000011,2.5000000000000284,2.5000000000000284,43.00000000000034,Winter wheat,2023,Othello
19,2023-01-20,0.0,95.2,56.1,68.5,-4.349999999999966,4.350000000000023,2.842170943040401e-14,2.842170943040401e-14,43.00000000000037,Winter wheat,2023,Othello
20,2023-01-21,0.6000000000000001,100.0,68.9,54.900000000000006,-5.0499999999999545,2.5500000000000114,-1.2499999999999716,0.0,43.00000000000037,Winter wheat,2023,Othello
21,2023-01-22,0.0,100.0,65.5,50.300000000000004,-4.25,4.850000000000023,0.30000000000001137,0.30000000000001137,43.30000000000038,Winter wheat,2023,Othello
22,2023-01-23,0.0,100.0,59.5,65.3,-4.5499999999999545,4.850000000000023,0.1500000000000341,0.1500000000000341,43.450000000000415,Winter wheat,2023,Othello
23,2023-01-24,0.0,100.0,69.2,68.7,-5.25,3.0500000000000114,-1.0999999999999943,0.0,43.450000000000415,Winter wheat,2023,Othello
24,2023-01-25,0.0,100.0,64.3,70.3,-3.4499999999999886,5.550000000000011,1.0500000000000114,1.0500000000000114,44.500000000000426,Winter wheat,2023,Othello
25,2023-01-26,0.6000000000000001,100.0,68.3,72.10000000000001,-2.5499999999999545,5.9500000000000455,1.7000000000000455,1.7000000000000455,46.20000000000047,Winter wheat,2023,Othello
26,2023-01-27,0.0,100.0,50.300000000000004,68.2,0.9500000000000455,12.450000000000045,6.7000000000000455,6.7000000000000455,52.90000000000052,Winter wheat,2023,Othello
27,2023-01-28,0.0,100.0,58.2,21.3,-7.25,4.650000000000034,-1.299999999999983,0.0,52.90000000000052,Winter wheat,2023,Othello
28,2023-01-29,0.0,66.10000000000001,29.900000000000002,84.5,-11.949999999999989,-0.6499999999999773,-6.299999999999983,0.0,52.90000000000052,Winter wheat,2023,Othello
29,2023-01-30,0.0,52.7,22.3,81.4,-12.549999999999955,-0.75,-6.649999999999977,0.0,52.90000000000052,Winter wheat,2023,Othello
30,2023-01-31,0.6000000000000001,62.7,49.5,49.800000000000004,-7.149999999999977,-2.6499999999999773,-4.899999999999977,0.0,52.90000000000052,Winter wheat,2023,Othello
31,2023-02-01,0.0,97.10000000000001,55.900000000000006,85.0,-7.849999999999966,0.4500000000000455,-3.69999999999996,0.0,52.90000000000052,Winter wheat,2023,Othello
32,2023-02-02,0.0,100.0,44.7,97.4,-8.049999999999955,4.75,-1.6499999999999773,0.0,52.90000000000052,Winter wheat,2023,Othello
33,2023-02-03,0.0,100.0,58.900000000000006,72.9,-5.5499999999999545,4.350000000000023,-0.5999999999999659,0.0,52.90000000000052,Winter wheat,2023,Othello
34,2023-02-04,2.5,100.0,53.6,56.400000000000006,0.4500000000000455,10.25,5.350000000000023,5.350000000000023,58.25000000000054,Winter wheat,2023,Othello
35,2023-02-05,3.6,100.0,96.2,43.400000000000006,-0.5499999999999545,5.150000000000034,2.30000000000004,2.30000000000004,60.55000000000058,Winter wheat,2023,Othello
36,2023-02-06,0.0,100.0,60.5,54.7,0.5500000000000114,9.25,4.900000000000006,4.900000000000006,65.45000000000059,Winter wheat,2023,Othello
37,2023-02-07,0.0,100.0,72.5,55.5,-0.8499999999999659,7.9500000000000455,3.55000000000004,3.55000000000004,69.00000000000063,Winter wheat,2023,Othello
38,2023-02-08,0.0,97.5,43.800000000000004,105.80000000000001,-2.75,9.150000000000034,3.200000000000017,3.200000000000017,72.20000000000064,Winter wheat,2023,Othello
39,2023-02-09,0.0,94.0,40.1,83.7,-3.349999999999966,9.150000000000034,2.900000000000034,2.900000000000034,75.10000000000068,Winter wheat,2023,Othello
40,2023-02-10,0.0,100.0,57.900000000000006,83.60000000000001,-3.9499999999999886,6.850000000000023,1.450000000000017,1.450000000000017,76.5500000000007,Winter wheat,2023,Othello
41,2023-02-11,0.0,100.0,49.6,112.4,-4.849999999999966,8.75,1.950000000000017,1.950000000000017,78.50000000000071,Winter wheat,2023,Othello
42,2023-02-12,0.0,100.0,42.6,109.60000000000001,-3.6499999999999773,9.850000000000023,3.1000000000000227,3.1000000000000227,81.60000000000073,Winter wheat,2023,Othello
43,2023-02-13,0.0,91.0,44.800000000000004,53.800000000000004,-1.349999999999966,9.350000000000023,4.000000000000028,4.000000000000028,85.60000000000076,Winter wheat,2023,Othello
44,2023-02-14,0.0,94.4,38.2,92.60000000000001,-4.75,8.350000000000023,1.8000000000000114,1.8000000000000114,87.40000000000077,Winter wheat,2023,Othello
45,2023-02-15,0.0,96.60000000000001,38.400000000000006,121.10000000000001,-6.25,6.9500000000000455,0.35000000000002274,0.35000000000002274,87.7500000000008,Winter wheat,2023,Othello
46,2023-02-16,0.0,82.9,34.7,118.10000000000001,-4.949999999999989,7.4500000000000455,1.2500000000000284,1.2500000000000284,89.00000000000082,Winter wheat,2023,Othello
47,2023-02-17,0.0,63.7,30.900000000000002,55.6,-0.25,10.150000000000034,4.950000000000017,4.950000000000017,93.95000000000084,Winter wheat,2023,Othello
48,2023-02-18,0.0,92.10000000000001,36.300000000000004,76.9,-1.4499999999999886,12.25,5.400000000000006,5.400000000000006,99.35000000000085,Winter wheat,2023,Othello
49,2023-02-19,0.0,100.0,41.800000000000004,0.0,-1.0499999999999545,12.25,5.600000000000023,5.600000000000023,104.95000000000087,Winter wheat,2023,Othello
50,2023-02-20,0.0,92.10000000000001,50.2,47.7,2.9500000000000455,12.550000000000011,7.750000000000028,7.750000000000028,112.7000000000009,Winter wheat,2023,Othello
51,2023-02-21,0.0,100.0,47.2,49.2,-5.349999999999966,8.75,1.700000000000017,1.700000000000017,114.40000000000092,Winter wheat,2023,Othello
52,2023-02-22,0.0,100.0,79.4,29.200000000000003,-10.949999999999989,-4.0499999999999545,-7.499999999999972,0.0,114.40000000000092,Winter wheat,2023,Othello
53,2023-02-23,0.0,52.7,29.700000000000003,112.2,-13.349999999999966,-5.949999999999989,-9.649999999999977,0.0,114.40000000000092,Winter wheat,2023,Othello
54,2023-02-24,0.0,18.900000000000002,7.1000000000000005,127.60000000000001,2.8500000000000227,11.75,7.300000000000011,7.300000000000011,121.70000000000093,Winter wheat,2023,Othello
55,2023-02-25,0.0,29.5,11.9,138.5,1.650000000000034,12.150000000000034,6.900000000000034,6.900000000000034,128.60000000000096,Winter wheat,2023,Othello
56,2023-02-26,0.0,72.7,30.3,107.0,-4.349999999999966,7.9500000000000455,1.8000000000000398,1.8000000000000398,130.400000000001,Winter wheat,2023,Othello
57,2023-02-27,0.0,89.4,43.0,109.2,-4.949999999999989,5.75,0.4000000000000057,0.4000000000000057,130.800000000001,Winter wheat,2023,Othello
58,2023-02-28,0.0,47.0,28.1,138.4,4.550000000000011,11.850000000000023,8.200000000000017,8.200000000000017,139.00000000000102,Winter wheat,2023,Othello
59,2023-03-01,1.6,52.1,19.200000000000003,164.9,1.0500000000000114,11.850000000000023,6.450000000000017,6.450000000000017,145.45000000000104,Winter wheat,2023,Othello
60,2023-03-02,0.0,84.0,29.1,87.4,-2.25,11.150000000000034,4.450000000000017,4.450000000000017,149.90000000000106,Winter wheat,2023,Othello
61,2023-03-03,0.0,85.2,32.5,150.70000000000002,-3.0499999999999545,9.150000000000034,3.05000000000004,3.05000000000004,152.9500000000011,Winter wheat,2023,Othello
62,2023-03-04,0.0,79.30000000000001,30.3,101.30000000000001,-1.849999999999966,10.150000000000034,4.150000000000034,4.150000000000034,157.10000000000113,Winter wheat,2023,Othello
63,2023-03-05,1.5,79.0,32.5,177.9,-1.849999999999966,9.25,3.700000000000017,3.700000000000017,160.80000000000115,Winter wheat,2023,Othello
64,2023-03-06,0.30000000000000004,90.80000000000001,45.5,126.0,-2.4499999999999886,6.550000000000011,2.0500000000000114,2.0500000000000114,162.85000000000116,Winter wheat,2023,Othello
65,2023-03-07,0.0,87.9,30.6,173.60000000000002,-3.349999999999966,10.050000000000011,3.3500000000000227,3.3500000000000227,166.20000000000118,Winter wheat,2023,Othello
66,2023-03-08,0.4,84.7,29.6,121.9,-3.6499999999999773,9.550000000000011,2.950000000000017,2.950000000000017,169.1500000000012,Winter wheat,2023,Othello
67,2023-03-09,4.5,97.4,36.2,158.9,-3.5499999999999545,9.350000000000023,2.900000000000034,2.900000000000034,172.05000000000123,Winter wheat,2023,Othello
68,2023-03-10,1.9000000000000001,100.0,57.6,53.0,-2.0499999999999545,5.9500000000000455,1.9500000000000455,1.9500000000000455,174.00000000000128,Winter wheat,2023,Othello
69,2023-03-11,0.0,100.0,37.300000000000004,148.20000000000002,-2.4499999999999886,10.850000000000023,4.200000000000017,4.200000000000017,178.2000000000013,Winter wheat,2023,Othello
70,2023-03-12,1.2000000000000002,100.0,44.5,100.7,-1.0499999999999545,10.150000000000034,4.55000000000004,4.55000000000004,182.75000000000134,Winter wheat,2023,Othello
71,2023-03-13,2.7,100.0,42.800000000000004,103.60000000000001,-0.75,14.150000000000034,6.700000000000017,6.700000000000017,189.45000000000135,Winter wheat,2023,Othello
72,2023-03-14,0.0,85.30000000000001,36.1,197.3,-2.0499999999999545,8.950000000000045,3.4500000000000455,3.4500000000000455,192.9000000000014,Winter wheat,2023,Othello
73,2023-03-15,0.0,85.80000000000001,27.0,200.0,-2.9499999999999886,11.650000000000034,4.350000000000023,4.350000000000023,197.25000000000142,Winter wheat,2023,Othello
74,2023-03-16,0.0,82.2,23.8,200.8,-3.0499999999999545,12.350000000000023,4.650000000000034,4.650000000000034,201.90000000000146,Winter wheat,2023,Othello
75,2023-03-17,0.0,77.9,23.200000000000003,214.8,-1.6499999999999773,13.350000000000023,5.850000000000023,5.850000000000023,207.75000000000148,Winter wheat,2023,Othello
76,2023-03-18,0.0,78.5,22.0,214.60000000000002,-0.3499999999999659,15.550000000000011,7.600000000000023,7.600000000000023,215.3500000000015,Winter wheat,2023,Othello
77,2023-03-19,0.7000000000000001,74.0,22.5,205.4,0.9500000000000455,15.75,8.350000000000023,8.350000000000023,223.70000000000152,Winter wheat,2023,Othello
78,2023-03-20,2.0,82.0,59.0,118.0,4.550000000000011,8.850000000000023,6.700000000000017,6.700000000000017,230.40000000000154,Winter wheat,2023,Othello
79,2023-03-21,0.0,100.0,39.2,201.8,1.3500000000000227,14.350000000000023,7.850000000000023,7.850000000000023,238.25000000000156,Winter wheat,2023,Othello
80,2023-03-22,0.0,75.7,21.200000000000003,222.4,0.05000000000001137,15.850000000000023,7.950000000000017,7.950000000000017,246.20000000000158,Winter wheat,2023,Othello
81,2023-03-23,0.0,79.80000000000001,26.400000000000002,188.9,-0.049999999999954525,13.950000000000045,6.9500000000000455,6.9500000000000455,253.15000000000163,Winter wheat,2023,Othello
82,2023-03-24,0.0,84.9,30.400000000000002,131.70000000000002,-2.5499999999999545,10.450000000000045,3.9500000000000455,3.9500000000000455,257.10000000000167,Winter wheat,2023,Othello
83,2023-03-25,0.0,86.60000000000001,31.900000000000002,117.5,-2.75,9.950000000000045,3.6000000000000227,3.6000000000000227,260.7000000000017,Winter wheat,2023,Othello
84,2023-03-26,0.0,82.60000000000001,28.5,202.20000000000002,-2.25,11.150000000000034,4.450000000000017,4.450000000000017,265.1500000000017,Winter wheat,2023,Othello
85,2023-03-27,0.0,72.9,26.200000000000003,234.9,-0.25,12.350000000000023,6.050000000000011,6.050000000000011,271.2000000000017,Winter wheat,2023,Othello
86,2023-03-28,0.4,61.5,28.0,167.3,3.0500000000000114,12.25,7.650000000000006,7.650000000000006,278.8500000000017,Winter wheat,2023,Othello
87,2023-03-29,0.0,73.0,39.0,130.0,2.8500000000000227,10.650000000000034,6.750000000000028,6.750000000000028,285.6000000000017,Winter wheat,2023,Othello
88,2023-03-30,0.0,97.5,30.200000000000003,196.9,-0.049999999999954525,15.550000000000011,7.750000000000028,7.750000000000028,293.3500000000017,Winter wheat,2023,Othello
89,2023-03-31,1.3,87.10000000000001,37.5,152.70000000000002,0.25,11.25,5.75,5.75,299.1000000000017,Winter wheat,2023,Othello
90,2023-04-01,0.0,100.0,39.7,142.9,-2.0499999999999545,11.150000000000034,4.55000000000004,4.55000000000004,303.6500000000018,Winter wheat,2023,Othello
91,2023-04-02,1.5,83.7,35.5,104.80000000000001,-1.25,9.850000000000023,4.300000000000011,4.300000000000011,307.9500000000018,Winter wheat,2023,Othello
92,2023-04-03,1.4000000000000001,91.10000000000001,38.800000000000004,175.3,-2.4499999999999886,8.75,3.1500000000000057,3.1500000000000057,311.10000000000184,Winter wheat,2023,Othello
93,2023-04-04,0.0,100.0,34.800000000000004,132.8,-3.75,10.850000000000023,3.5500000000000114,3.5500000000000114,314.65000000000185,Winter wheat,2023,Othello
94,2023-04-05,0.0,82.4,23.900000000000002,257.3,-3.349999999999966,12.25,4.450000000000017,4.450000000000017,319.10000000000184,Winter wheat,2023,Othello
95,2023-04-06,2.0,71.0,27.5,134.3,2.650000000000034,14.650000000000034,8.650000000000034,8.650000000000034,327.7500000000019,Winter wheat,2023,Othello
96,2023-04-07,1.5,100.0,48.0,149.4,2.650000000000034,14.450000000000045,8.55000000000004,8.55000000000004,336.3000000000019,Winter wheat,2023,Othello
97,2023-04-08,0.0,91.9,36.800000000000004,191.70000000000002,1.9500000000000455,14.350000000000023,8.150000000000034,8.150000000000034,344.4500000000019,Winter wheat,2023,Othello
98,2023-04-09,2.3000000000000003,77.60000000000001,36.1,99.0,7.150000000000034,17.350000000000023,12.250000000000028,12.250000000000028,356.700000000002,Winter wheat,2023,Othello
99,2023-04-10,10.5,100.0,79.30000000000001,81.5,6.150000000000034,12.650000000000034,9.400000000000034,9.400000000000034,366.100000000002,Winter wheat,2023,Othello
100,2023-04-11,0.0,100.0,49.900000000000006,212.0,-1.9499999999999886,12.25,5.150000000000006,5.150000000000006,371.25000000000205,Winter wheat,2023,Othello
101,2023-04-12,0.0,78.5,27.3,206.9,-1.9499999999999886,11.350000000000023,4.700000000000017,4.700000000000017,375.9500000000021,Winter wheat,2023,Othello
102,2023-04-13,0.0,78.7,27.6,249.3,-0.9499999999999886,12.350000000000023,5.700000000000017,5.700000000000017,381.65000000000214,Winter wheat,2023,Othello
103,2023-04-14,0.0,76.60000000000001,24.700000000000003,286.2,-0.44999999999998863,13.850000000000023,6.700000000000017,6.700000000000017,388.3500000000022,Winter wheat,2023,Othello
104,2023-04-15,0.0,80.2,25.6,237.4,1.25,16.05000000000001,8.650000000000006,8.650000000000006,397.00000000000216,Winter wheat,2023,Othello
105,2023-04-16,0.0,99.80000000000001,34.4,174.10000000000002,0.4500000000000455,14.950000000000045,7.7000000000000455,7.7000000000000455,404.7000000000022,Winter wheat,2023,Othello
106,2023-04-17,0.7000000000000001,86.60000000000001,33.2,200.9,0.1500000000000341,12.75,6.450000000000017,6.450000000000017,411.15000000000225,Winter wheat,2023,Othello
107,2023-04-18,0.0,85.5,32.0,261.8,-0.8499999999999659,11.950000000000045,5.55000000000004,5.55000000000004,416.7000000000023,Winter wheat,2023,Othello
108,2023-04-19,0.4,80.60000000000001,25.8,153.0,-1.6499999999999773,12.850000000000023,5.600000000000023,5.600000000000023,422.30000000000234,Winter wheat,2023,Othello
109,2023-04-20,3.8000000000000003,93.4,36.6,267.2,-1.849999999999966,10.550000000000011,4.350000000000023,4.350000000000023,426.65000000000236,Winter wheat,2023,Othello
110,2023-04-21,0.0,96.5,40.7,228.60000000000002,1.5500000000000114,13.350000000000023,7.450000000000017,7.450000000000017,434.1000000000024,Winter wheat,2023,Othello
111,2023-04-22,0.0,92.0,33.2,192.0,3.0500000000000114,16.950000000000045,10.000000000000028,10.000000000000028,444.1000000000024,Winter wheat,2023,Othello
112,2023-04-23,1.2000000000000002,88.30000000000001,38.0,145.3,7.050000000000011,18.75,12.900000000000006,12.900000000000006,457.0000000000024,Winter wheat,2023,Othello
113,2023-04-24,0.0,99.7,34.1,167.8,2.5500000000000114,17.350000000000023,9.950000000000017,9.950000000000017,466.95000000000243,Winter wheat,2023,Othello
114,2023-04-25,0.0,91.10000000000001,26.400000000000002,302.8,2.3500000000000227,19.05000000000001,10.700000000000017,10.700000000000017,477.6500000000025,Winter wheat,2023,Othello
115,2023-04-26,0.0,82.2,20.900000000000002,280.1,5.350000000000023,23.650000000000034,14.500000000000028,14.500000000000028,492.1500000000025,Winter wheat,2023,Othello
116,2023-04-27,0.0,77.5,21.200000000000003,306.6,6.25,23.450000000000045,14.850000000000023,14.850000000000023,507.0000000000025,Winter wheat,2023,Othello
117,2023-04-28,0.0,72.5,14.0,311.5,5.550000000000011,26.650000000000034,16.100000000000023,16.100000000000023,523.1000000000025,Winter wheat,2023,Othello
118,2023-04-29,0.0,72.5,15.3,307.3,8.550000000000011,29.05000000000001,18.80000000000001,18.80000000000001,541.9000000000026,Winter wheat,2023,Othello
119,2023-04-30,0.0,80.5,20.1,309.70000000000005,8.550000000000011,27.450000000000045,18.00000000000003,18.00000000000003,559.9000000000026,Winter wheat,2023,Othello
120,2023-05-01,0.6000000000000001,82.7,31.700000000000003,310.6,8.350000000000023,22.150000000000034,15.250000000000028,15.250000000000028,575.1500000000026,Winter wheat,2023,Othello
121,2023-05-02,0.0,100.0,38.7,305.90000000000003,7.850000000000023,23.25,15.550000000000011,15.550000000000011,590.7000000000025,Winter wheat,2023,Othello
122,2023-05-03,0.0,91.80000000000001,23.0,332.1,10.550000000000011,31.05000000000001,20.80000000000001,20.80000000000001,611.5000000000025,Winter wheat,2023,Othello
123,2023-05-04,0.5,84.5,29.700000000000003,314.5,10.450000000000045,25.75,18.100000000000023,18.100000000000023,629.6000000000025,Winter wheat,2023,Othello
124,2023-05-05,0.30000000000000004,96.0,63.1,110.9,9.150000000000034,15.650000000000034,12.400000000000034,12.400000000000034,642.0000000000025,Winter wheat,2023,Othello
125,2023-05-06,0.0,97.60000000000001,39.2,180.9,5.9500000000000455,19.350000000000023,12.650000000000034,12.650000000000034,654.6500000000026,Winter wheat,2023,Othello
126,2023-05-07,0.0,89.2,32.4,248.20000000000002,5.650000000000034,20.150000000000034,12.900000000000034,12.900000000000034,667.5500000000027,Winter wheat,2023,Othello
127,2023-05-08,1.4000000000000001,83.30000000000001,28.8,305.40000000000003,5.850000000000023,20.850000000000023,13.350000000000023,13.350000000000023,680.9000000000027,Winter wheat,2023,Othello
128,2023-05-09,0.0,89.2,32.0,272.8,5.650000000000034,20.350000000000023,13.000000000000028,13.000000000000028,693.9000000000027,Winter wheat,2023,Othello
129,2023-05-10,0.30000000000000004,84.2,25.8,337.1,6.75,23.55000000000001,15.150000000000006,15.150000000000006,709.0500000000027,Winter wheat,2023,Othello
130,2023-05-11,0.0,77.2,20.700000000000003,344.1,7.350000000000023,25.75,16.55000000000001,16.55000000000001,725.6000000000026,Winter wheat,2023,Othello
131,2023-05-12,0.0,67.9,16.400000000000002,348.5,9.350000000000023,28.850000000000023,19.100000000000023,19.100000000000023,744.7000000000027,Winter wheat,2023,Othello
132,2023-05-13,0.0,60.900000000000006,16.900000000000002,350.0,13.350000000000023,30.950000000000045,22.150000000000034,22.150000000000034,766.8500000000026,Winter wheat,2023,Othello
133,2023-05-14,0.0,56.300000000000004,18.5,348.0,16.450000000000045,31.650000000000034,24.05000000000004,24.05000000000004,790.9000000000027,Winter wheat,2023,Othello
134,2023-05-15,0.30000000000000004,60.1,21.1,344.70000000000005,16.450000000000045,31.05000000000001,23.75000000000003,23.75000000000003,814.6500000000027,Winter wheat,2023,Othello
135,2023-05-16,1.2000000000000002,86.10000000000001,40.1,257.6,12.650000000000034,24.150000000000034,18.400000000000034,18.400000000000034,833.0500000000027,Winter wheat,2023,Othello
136,2023-05-17,0.0,90.80000000000001,32.4,343.90000000000003,12.950000000000045,28.55000000000001,20.75000000000003,20.75000000000003,853.8000000000027,Winter wheat,2023,Othello
137,2023-05-18,0.0,79.7,24.200000000000003,348.90000000000003,14.650000000000034,32.35000000000002,23.50000000000003,23.50000000000003,877.3000000000027,Winter wheat,2023,Othello
138,2023-05-19,0.0,75.8,21.0,346.8,15.350000000000023,34.25,24.80000000000001,24.80000000000001,902.1000000000026,Winter wheat,2023,Othello
139,2023-05-20,0.0,66.9,20.200000000000003,350.1,17.55000000000001,34.950000000000045,26.25000000000003,26.25000000000003,928.3500000000026,Winter wheat,2023,Othello
140,2023-05-21,0.0,100.0,28.6,333.0,8.950000000000045,28.850000000000023,18.900000000000034,18.900000000000034,947.2500000000027,Winter wheat,2023,Othello
141,2023-05-22,0.0,80.7,26.1,356.90000000000003,6.550000000000011,22.450000000000045,14.500000000000028,14.500000000000028,961.7500000000027,Winter wheat,2023,Othello
142,2023-05-23,0.0,77.80000000000001,24.200000000000003,364.40000000000003,6.650000000000034,22.950000000000045,14.80000000000004,14.80000000000004,976.5500000000028,Winter wheat,2023,Othello
143,2023-05-24,0.0,76.60000000000001,21.200000000000003,355.8,7.150000000000034,25.05000000000001,16.100000000000023,16.100000000000023,992.6500000000028,Winter wheat,2023,Othello
144,2023-05-25,0.0,66.2,20.8,337.6,9.450000000000045,25.25,17.350000000000023,17.350000000000023,1010.0000000000028,Winter wheat,2023,Othello
145,2023-05-26,0.0,71.2,21.5,317.20000000000005,10.350000000000023,27.150000000000034,18.75000000000003,18.75000000000003,1028.750000000003,Winter wheat,2023,Othello
146,2023-05-27,1.2000000000000002,74.10000000000001,22.8,285.5,11.450000000000045,28.25,19.850000000000023,19.850000000000023,1048.600000000003,Winter wheat,2023,Othello
147,2023-05-28,0.0,78.10000000000001,25.1,361.6,11.950000000000045,28.450000000000045,20.200000000000045,20.200000000000045,1068.8000000000031,Winter wheat,2023,Othello
148,2023-05-29,0.0,67.9,18.0,370.6,10.650000000000034,29.05000000000001,19.850000000000023,19.850000000000023,1088.6500000000033,Winter wheat,2023,Othello
149,2023-05-30,0.0,72.4,17.1,371.6,8.050000000000011,27.950000000000045,18.00000000000003,18.00000000000003,1106.6500000000033,Winter wheat,2023,Othello
150,2023-05-31,0.0,71.5,19.200000000000003,372.0,6.150000000000034,24.05000000000001,15.100000000000023,15.100000000000023,1121.7500000000032,Winter wheat,2023,Othello
151,2023-06-01,0.0,82.80000000000001,22.6,371.6,5.4500000000000455,23.55000000000001,14.500000000000028,14.500000000000028,1136.2500000000032,Winter wheat,2023,Othello
152,2023-06-02,0.0,71.7,18.2,366.6,7.650000000000034,26.450000000000045,17.05000000000004,17.05000000000004,1153.3000000000031,Winter wheat,2023,Othello
153,2023-06-03,0.0,63.2,13.8,371.20000000000005,8.850000000000023,29.05000000000001,18.950000000000017,18.950000000000017,1172.2500000000032,Winter wheat,2023,Othello
154,2023-06-04,0.0,57.400000000000006,12.8,369.20000000000005,10.75,30.450000000000045,20.600000000000023,20.600000000000023,1192.850000000003,Winter wheat,2023,Othello
155,2023-06-05,0.0,53.1,11.600000000000001,372.3,11.450000000000045,30.950000000000045,21.200000000000045,21.200000000000045,1214.0500000000031,Winter wheat,2023,Othello
156,2023-06-06,0.0,49.2,9.9,374.3,12.25,32.25,22.25,22.25,1236.3000000000031,Winter wheat,2023,Othello
157,2023-06-07,0.0,50.800000000000004,9.600000000000001,349.6,13.050000000000011,34.150000000000034,23.600000000000023,23.600000000000023,1259.9000000000033,Winter wheat,2023,Othello
158,2023-06-08,0.0,66.2,26.1,256.7,14.950000000000045,28.150000000000034,21.55000000000004,21.55000000000004,1281.4500000000032,Winter wheat,2023,Othello
159,2023-06-09,0.0,100.0,55.5,183.10000000000002,12.450000000000045,23.05000000000001,17.75000000000003,17.75000000000003,1299.2000000000032,Winter wheat,2023,Othello
160,2023-06-10,0.0,100.0,51.400000000000006,132.5,11.450000000000045,23.350000000000023,17.400000000000034,17.400000000000034,1316.6000000000033,Winter wheat,2023,Othello
161,2023-06-11,0.0,93.0,28.6,317.5,11.75,29.450000000000045,20.600000000000023,20.600000000000023,1337.2000000000035,Winter wheat,2023,Othello
162,2023-06-12,0.0,76.2,23.700000000000003,346.3,15.850000000000023,33.150000000000034,24.50000000000003,24.50000000000003,1361.7000000000035,Winter wheat,2023,Othello
163,2023-06-13,0.0,98.4,21.700000000000003,361.0,9.650000000000034,32.05000000000001,20.850000000000023,20.850000000000023,1382.5500000000034,Winter wheat,2023,Othello
164,2023-06-14,0.0,64.5,20.6,376.0,9.150000000000034,24.55000000000001,16.850000000000023,16.850000000000023,1399.4000000000033,Winter wheat,2023,Othello
165,2023-06-15,0.0,67.60000000000001,22.0,369.20000000000005,9.550000000000011,24.950000000000045,17.25000000000003,17.25000000000003,1416.6500000000033,Winter wheat,2023,Othello
166,2023-06-16,0.0,68.2,19.700000000000003,297.0,10.850000000000023,28.05000000000001,19.450000000000017,19.450000000000017,1436.1000000000033,Winter wheat,2023,Othello
167,2023-06-17,0.0,85.2,25.6,353.1,8.450000000000045,25.75,17.100000000000023,17.100000000000023,1453.2000000000035,Winter wheat,2023,Othello
